Text,Toxic/Not Toxic
"عقب انتهاء الاجتماع الأسبوعي للحكومة بمقر العاصمة الإدارية الجديدة، عقد الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، اليوم، مؤتمرا صحفيا استهله بالترحيب بالصحفيين والإعلاميين الذين شاركوا في المؤتمر، مشيرا إلى أن اجتماع الحكومة اليوم شهد استعراض عدد من الإجراءات والقرارات المتعلقة بالتعامل مع الأزمة العالمية الراهنة.
",0
خزاكم الله يا نجس يا انذال,1
"رحم الله شهدائنا الدين صحو بالنفيس والغالي من اجل ان نعيش نحن♥️
اسرى من الريف اريفيين 💔سقطو في ايدي الاسبان سنة 1925",0
يعني يا عرص يا خول كورة قدام عينك شد و زق للواد و حكم الفار فين مشغل ايه ده لو اعمي هيشوفها,1
"عيون الحب لا يمكن تناظر

عيوب الخل لو هو عيب كله

إذا كانت العلاقة ضبابية ف لا يوجد فيها مثقال ذرة من الحب أتفق جزئيا مع كلامه
إذا كنت احب محبوبي أو زوجتي أن شاء الله كيف اعبر لها عن حبي بما يغضبها ويزعلها معناتو م في حب لئن الحب لا ينتج إلا حبببببببببببببببببببب",0
"محمد صلاح ضمن الأكثر تبرعًا في العالم خلال عام 2022 وفقًا لـ صانداي تايمز
",0
هذه ليست غريبة علينا المروك يفعلون كل شيء من أجل الكيان الصهيوني الغاشم,1
"‏‎#تغطية_الثورة 

القوات الانقلابية تستخدم القوة المفرطة لقمع ثائرات وثوار بري بشارع المعرض.
‎#لاتفاوض_لاشراكة_لاشرعية 
‎#مليونية16يونيو",0
‏مجددا، اناشد لجان المقاومة لضرورة جلوسها مع الحرية والتغيير لتنسيق المواقف والرؤى حتى تكون فاعله في العمل السياسي مثل فعاليتها في العمل الثوري الميداني.,0
‏‎قسم بالله اخاف على بنتي تصبح مثل هؤلاء التافهات,1
كسمك يا لابلاس يا عرص يا خول يابن كوم المنايك,1
انا بحب انيكها قدامك يا عرص يا خول,1
"‏اولاد الكلاب، اكبر حساب و خزان للتراث الجزائري دون منازع اغلقوه المغاربة🤬
دليل كافي ان الجزائر على حق بإغلاق حساب غير سياسي، المغاربة يعملون بشتى الطرق بتر اي مساعي جزائرية لتحسين صورة الجزائر و إيصال الحقائق بالأدلة و مايضربهم في مقتل
اعلنو حرب علينا يجب الرد على هاذو الكلاب",1
"لسة مخلصتش ربع المنهج وداخل جروب الدفعة ادور ع ملخص 
",0
‏صهيوني وابن كلب وابن وسخه وعميل ‎#ارحل_يا_سيسي,1
"والله إنّ حُب بنت الخالة غيييير لدرجة كل ما اشوفها اسحب على صحباتي واروح لها ❤️!.
",0
"يفز له قلبي كل ماجاد طاريه على البال
و أحضن طيفه لا منه لفاني أو طريته

و شرب هواه مع القهوه في كل فنجال
أدمنت حبه مع كل رشفه يوم اني هويته

لولا الحياء والعيب وانا ابن حلال ونسب الاصول
كان  في سواد الليل ازوره لا وسط بيته",0
ثبتت اصابتي بكورونا والحمد لله على كل حال،  وأشكر كل من اتصل أو أرسل للاطمئنان، وبما أن الأمر يتطلب حجر وانعزال عن المجتمع، فأهلا بالجميع في #سناب #نادي_مقروء مع يوميات #المكرّون_الأخير إن شاء الله أوسع صدوركم وتوسعون صدري💐,0
"شهوة محمد رسول الله لممارسة الجنس مع مارية القبطية وتأليفه سورة التحريم 
",1
سلطة جواسيس وكلاب,1
"الأب هو حب الفتاة الأول الذي لا يخيب أبداً❤️🥺
",0
أنا أكره السود,1
اكره السود أكثرهم تعاملهم زفت وفيهم همجية كأنهم قرده ودايم أخلاقهم براس خشمهم نفسيااات .. اللي يبي يشوفني عنصرية بكيفه,1
"لماذا حاول النبي محمد رسول الإسلام الإنتحار؟
",1
"شباب انا الحمد لله اتعلمت برمجة لدرجة تخليني جاهز اشتغل، بس عندي كام سؤال
انا لسة في ثانوي هل ممكن شركة تقبلني كدة ولا لازم ابقي في جامعة؟ 
",0
انا من هنا اكره السود لممارستهم كل الطرق الغير شرعية في كل المجالات ولي بغا يسميها عنصريه فانا عنصري,1
لانه مافيه ارجال كلهم خونه الزعماء العرب عملاء بالوراثة,1
"لماذا تهاجم وتنتقد الإسلام فقط؟لماذا لاتنتقد المسيحية والأديان الأخرى؟
",1
عليكم اللعنة الي يوم الدين,1
"وزير التربية والتعليم يعقد اجتماعًا مع مديري المديريات لاستعراض التعليمات النهائية لامتحانات الثانوية العامة
",0
‏العلاقة الفيها ارتياح بدون حب أنجح من العلاقة الفيها حب لكن بدون ارتياح,0
"‏الخزي والعار على حكومة العار ابو العبس روح اتشطر ع اليهود بدلآ ان تضرب الشعب الفلسطيني الأعزل الحر الذين يضحون بأرواحهم من أجل القدس .. شُلت أياديكم يا كلاب إسرائيل 😡😡
‎#فلسطين_قضية_الشرفاء",1
"المريض الواعي المتعاون رزق
",0
يا جماعة كل الارقام بتشتغل بليل بعد الساعة 11 للمتعة بنات شراميط متناكين منى 01207704787 سماح جامدة ,1
"هل يستطيع المدعو الله ان يكون ماديا
",1
"صباح الخير:""
الإنسان محتاج يوم جميل وهادي بشدة! 
",0
اقود حاجة فحياتك تكون ساكن مابيك ماعليك ،حتى يجي شي واحد يسكن فوق منك وعندو البراهش فالدار كالعبو بالتروتنيت نهار كامل فارعين ليك راسك ومايهدرش معاهم يحترمو الجيران ،تربيا ديال الخرى تفو,1
"وزير الشؤون الإسلامية :

تقنية حديثة تمكن من تغيير الهواء في المساجد خلال 20 دقيقة.. وأنفقنا أكثر من 90 مليون ريال على المشاريع في المشاعر المقدسة. 
#اخبار #السعودية",0
"كسم الاتحاد و كسم جماهير الاتحاد وكسم خالد قمر وكسم أي حد يفكر يغلط في أي لاعب بيلعب في الأهلي
احنا فوقكم وبعيد عنكم أويي يا شراميط اسكندرية 🔥🔥",1
"أنشئ مكتبة ولو من ثلاثة كتب، وستقاوم جزءاً من قباحة هذا العالم، كل مكتبة هي صفعة في وجه العالم الجاهل، وترفع عن أميته وخفته.

بورخيس",0
"برنامج التدريب الصيفي للطلاب من شركة فارما أوفرسيز لعام ٢٠٢٢
",0
‏• كم باقي عن الفدرالي؟,0
اكره الصينين الله ياخذهم ويقطع نسلهم ويفكنا منهم ما جابوا لنا الا الشر والزق زي وجيههم,1
‏ماذا يقصد السفير الصيني والسفارة الصينية بهذه التغريدة؟؟ ,0
‏‎استعجلو ب اسم الحفل مدري القرف ذا هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,1
و بعدين لو هتتكلم ع الشرمطه فمعروفه اكتر بنات شرمطه و متناكين من طوب الأرض هم بتوع كفر الخرا,1
"من جانبه، أعرب حسام النجار الرئيس التنفيذي لشركة «تنمية» عن اعتزازه بهذه الصفقة مؤكدًا أن الاستحواذ على «فاتورة» يمثل إضافة هامة لمحفظة أنشطة الشركة نظرًا لقدرتها على تسريع عمليتي تطوير الشركة والتحول الرقمي. وأشار إلى أن باقة المنتجات والخدمات المتكاملة التي تقدمها الشركة يعكس التزامها بدعم الاقتصاد المصري بدايةً من الفئات الأكثر احتياجًا، حيث تدعم هذه الخدمات المشروعات متناهية الصغر في حصولها على السلع من تجار الجملة من خلال منصة رقمية فريدة من نوعها.
",0
"‏اول تجربه لي ب الوان الزيت 🤎 مقاس 28 cm* 40 cm 
دعمكم ي شباب 🤎 ‎",0
"ارتفاع عدد الفقراء في المنطقة العربية بـ 14,3 مليون نسمة مقارنة بـ 2021 
#فقر #دول_عربية #المنطقة_العربية",0
الأخت أفضل صديق يمكن للمرء أن يحظى به.  #اقتباسات_حب_عبارات_سنابيه,0
‏من عجايب التايملاين السوداني انو بعض الناس اللي اصلا ما مؤمنين بوجود الله من الاساس، بصمموا شديد يدخّلوا بعض الاموات في رحمة الله ال ما مؤمنين بوجوده خخخخخ,0
سأفضحك ان تكلمت,1
يا جنش يا عرص يا خول,1
رجالتكم بييجوا مصر يتناكوا لانهم كلهم خولات يا سعوديين #saudi,1
بنات اسكندريه 90% متناكين 5% لباوي 5% مش لقيين حد يوجههم,1
عليها عرض لفترة محدودة ابعتلنا رسالة,0
"حُب العمه و الخاله شي عضييييم جدًا
",0
"أمطار غزيرة تتسبب بحفرة كبيرة وتشققات وسط طريق رئيسية 
#أمطار #حفرة #طريق",0
ينتمون الي ديانة وثنية من اوحش الديانات في العالم المتوغلة في الدم والثارات التاريخية عمرها اكثر من الف وأربعة مائة سنة !!!! وحتي الأن يطالبون بدم الحسين من أحفاد يزيد ومعاوية !!!!!!!!!!!!,1
رجل قذر,1
‏‎الصياح ليش الله المستعان يععع الله يقرفهم,1
‏أقص يدي إذا ما كان فيه شواذ ملاعين والدين,1
"I like @love101fany
's 'سعوديات متناكات مع سعوديين خولات' on @tellyapp",1
"‏من الDm
طلبة من جامعة بحري عندهم قافلة طبية خيرية متجهة الي النيل الأبيض محلية ربك 
محتاجين دعم و وضعهم المادي حرج جداً. ياريت لو تعرفوا جهة تدعمهم وانتوا كمان ما تقصروا معاهم...
🔃ريتويت جزاكم الله خيراً🔃‎‎",0
"‏الفريق أول البرهان في اجتماعه مع ضباط الجيش والدعم السريع: قيادة القوات المسلحة متمسكة بالحوار الشامل الذي تسهله الآلية الثلاثية والذي لا يستثنى أحدا عدا حزب المؤتمر الوطني
‎#السودان ‎#sudan ",0
ياد هاطلع ميتين امك👊👊,1
"مش عارفه العيب فين مع اني مالية كل حاجة ممكن اعرف السبب 
",0
"حُب الذات وارضاء النفس والباقي مايهم
",0
"النساء أجمل ما خلق الله على الأرض 

هى امي وهى اختي وهى زوجتي وهى ابنتي وهم احن الناس على واجبهم على قلبي 
ولكل منهم عندي نظرة حب واحترام وهن تاج على رأسي",0
‏صورتنا دي مع امي ❤❤ ,0
"6 سنوات على اعتقال شباب #حراك_الريف
ظلما وعدوانا وطغيانا وفسادا في الأرض
ليسوا هم من نهبوا ثروات #المغرب ولا هم من أغرقو الشعب في الأمية والفقر والمخذرات والخمور والقمار والدعارة والشذوذ وكل صنوف النجاسات،
ليسوا هم من أفسدوا الحياة السياسية في #المغرب
وليسوا هم من خانوا #فلسطين",1
"مرأة ايه يا ولا .. مرأة ايه يا خول
ياعم كسمين تلاتة اربع كسميات امك",1
"‏مصاب بإكتئاب حاد بائن جدا وذلك لم يجعله يتوقف عن ذكر الله والرجاء في مغفرته خلال فيديو صغير نطق فيه لاحول ولا قوة إلا بالله صلى على النبي ودعا لنفسه بالرحمة والمغفرة مع النبي والصديقين والشهداء وأقدم على لقاء ربه!

لو ما بكيت على ودعيت ليو بالمغفرة أضعف الإيمان كف أذاك عن سيرته",0
اكره السود الي عندنا اذا سوو انفسهم زنوج امريكا,1
جامعه زعران لعنه الله عليهم,1
كسم الحب المقرف بتاعكو دة لا للشذوذ والقرف دة ياولاد الوسخة,1
بنك الطعام المصري يتبع شروط الشريعة الإسلامية في إختيار الأضحية السليمة والذبح وهي السلامة من العيوب وألا تكون عوراء، ولا مريضة عرجاء والكسيرة التي لا تنقى.,0
‏سَيَجْعَلُ اللَّهُ بَعْدَ عُسْرٍ يُسْرًا,0
"يحاربون من اجل بقائهم خدم لليهود
ونهب اموال السلطه",1
‏‎وش عندها ام بكس,1
"‏سلام عليكم بادي لي مشروع تطبيق جديد وحالياً في فترة تجربة ❤️🙌🏼
اي واحد عايز حاجة من الامارات وتوصلو في غضون ايام يتواصل معاي وحنكون متابعين معاهو نحنا والشغالين معاي تحت اشراف فني من الامارات لي السودان عشان يوصلو ليك المنتج الانت عايزو لي بيتك بي فواتير ومتابعة دقيقة ❤️🙌🏼",0
لن يضره نباحكم يا أحفاد القردة والخنازير,1
"🗣تشواميني:""طلبت من الرئيس أن يقوم بتوسيع غرفة الكؤوس لأنني قادم من أجل الفوز ببطولات عديدة مع ريال مدريد.""
",0
"‏تعرض شاهد اتهام لإطلاق نار في قضية الشهيد محجوب

كشف محامي أولياء دم الشهيد محجوب التاج ، أمس للمحكمة عن واقعة تعرض احد شهود الاتهام في القضية لإطلاق نار وهو داخل مكتبه .
ويواجه (9) من منسوبي جهاز المخابرات العامة ضباطا وافرادا الاتهام على ذمة مقتل الشهيد محجوب",0
"‏العدالة مهما تأخرت ستاتي 

تم النطق بالحكم اليوم في محكمه عبدالباقي عبدالله   وبقية الثواار المعاهو
براااااءة الحمدلله
ألف مبرووك وحمدلله على السلامة ❤💙✊🏾✌🏾🔥
.
ما أعتي غبنك ياولد وأعدل قضيتك واعظمه
 
جيش يحاكم لجان مقاومة ويعفي ويتناسي في جرائم قتله ل ١٠١ مواطن سوداني شريف.. ",0
"جماعه الناس اللي رجعت من مطروح او اللي هناك لسه ممكن تصورو لنا السكن ؟ وريفيوهاتكو عنه محدش اتكلم عن السكن نضيف ولا لا خالص
",0
هاد الجيران مبغاو حشمو على شوية دالعراض لي بقا عندهم خرجو لها طاي طاي #قوتنا_في_وحدتنا,1
"‏لا تحسبنّ رقصي بينكم طربًا
فالطير يرقص مذبوحاً من شدة الألمِ",0
الله يخصفك خصفا بخصا ياغرد ياابن الغرد ملعون جدف,1
"للأبد حُب الخاله يضاهي كل حُب بالدنيا، الخاله دايماً تاخذ جزء من القلب بس انا خالتي أمتلكت قلبي بالكامل عن الف كلام وكلام الخاله جزء من الرُوح و رائحة أميَ ، هي الام الثانيه ليَ ♥️♥️):
",0
بمناسبة حوادث الشك و الخطف المزعومة تعالوا احكيلكم قصة,0
‏وانت بتسمع ريكورد المحاضرة فتلاقي الدكتور بيقول إنه تعبان من الصيام ,0
"سعنا القول أننا لم نحارب ضد هذه العروبة الملعونة... وفي النهاية تعودنا على الأسوأ وهناك حتى من ينتهي بنا المطاف بالإدعاء به وحتى يتعجب من حالته المزرية... مع ضربة كبيرة من ""ماشالا""!
ولديك هؤلاء المنافقين الكبار من المهووسين الزائفين، معظمهم من قابيل، الذين منعوا أنفسهم من تعليم أطفالهم باللغة العربية (مثل الجنرالات المسئولين عن هذا البلد الفيشو)، ثم تعال ثم لديك الأخلاق لتقول لك ou ""توقف واحد صغير الخاص بك الدعاية، العربية ما زالت لغة جميلة، ""من الجيد معرفة كل اللغات""، أو حتى ""رد فعلك عنصرية، اللغة العربية غير مسؤولة عن أي شيء""... وأنا أنجح والأفضل...
إلا أنه بشكل ملموس، فإن أول عمل عنصري ضد هذه اللغة العربية لا يزال هؤلاء الحمقى والجنرالات والوزراء وكل الحمقى الذين يسنون قوانين التعريب ويعفو عنهم أبنائهم، ابتداءً من أويحيى الذين يتجمعون في السجن ,, ويحسن له الأمر، بمجرد أن أنهى مهمته التعاونية السيلاتيكية... اسمي س-ينا نحن نعرفه!!!
""pov'con"" كما سيقول ساركوزي!!!
حسناً، أنا أوقع وأصر، اللغة العربية خطر مثبت يتم التحقق من إزعاجه في جميع أنحاء العالم. لا أعرف دولة عربية واحدة ولا لغة عربية هذا جيد في كل مكان كارثة، لأن اللغة، ليست مجرد لغة مثل تلك في المطلق، إنها تنقل، ثقافة، قيم... في الخارج ثقافة العالم العربي و""قيمه"" بلا جدال، ودليل يدعم، مقابل القيم العالمية للتقدم والحرية والتسامح والمساواة وغيرها...
فقط تابع أخبار العالم التي قالها عربي و/أو مسلم أو حتى شتاته ومشاكل التكيف مع الألفية الثالثة!!!",1
"- هل ستظل الحياة صعبة هكذا دائما يا ليون؟! أم هى صعبة فقط ﻷنى مازلت صغيرة؟
",0
‏واحد يفهمني قصه الاتنين ديل شتيفهم ماسكين زمن,0
‏‎فرقه الطيز,1
‏انا كائن ضد الحر وضد الصيف وضد النهار وضد الشمس وضد قطوعات الكهرباء وضد الفلس 😭😭😭,0
لعنة الله على هيك جامعة... هاي جامعة النكاح اسمها مش النجاح,1
أنا أكره السود واليهود والآسيويين,1
"‏واحكيلي ياما الدنيا نورا وفرحتا صارت بااك غميه شتاء
رحمه الله عليك يا صلاح",0
‏‎يع يع وش ذا القرف,1
ابناء الصهاينة واحفدهم تفو بلاد دتب 😡😡😡,1
"جامعة النيل ممتازة فعلا
",0
بلطجية ، الأولى التحرر من سلطة عباس وزمرته,1
"صباح الخير  اوى قوموا تتسحروا اخوتي ههههه
وفق الله الجميع لكل خير ،وصيام مقبول ودنب مغفور انشالله",0
"‏""الناس لبعضها أرزاق، فاللهم سخر لنا الأوضح والأطيب والأنقي .""",0
‏‎استراحة بعد ما جمعو ملاين بش**ذوذهم وش**ذوذ من يستمع لهم,1
"‏‎ما اقبحك 
وغالبية اولائك هم على شاكلته 
ياكلون معك حتى اذ شبعو انكروك",1
يسطا انت لا شكلك بسكوتايه ولا شكلك هتعورني انت شكلك عرص,1
‏‎اقتلو كل الكلاب السايبه في الشوارع حيث انه لاتوجد لدينا اي اماكن لاستيعابها والعنايه بها في بلادنا مش ناقصين كلاب ضاله وكمان مسعوره مش لاقيين نصرف على البشر ومش عايزين حد يقول حقوق الحيوان اللي عايزهم يجي ياخذهم معاه بلاده ببلاش,1
"وُلدت في المملكة ونشأت على ارضها وبين اهلها الكرام تعلمت منهم العطاء دون انتظار مقابل سوى رضى الله حب المملكة فطري فأحبتها ابنتي ليلار - جمع الله شملي بها - وجدت هذا الفيديو من ذاكرة العام الماضي كأفضل فيديو عفوي من وجهة نظري في حب المملكة حفظها الله وادام عزها وافراحها 🇸🇦🇸🇦🇸🇦
",0
‏‎ما بتستحوا.. زول بصدقكم يا متسلقين مافي..,1
"القضاء العالي البريطاني يؤيد ترحيل اللاجئين إلى رواندا .. الرحلة الأولى بعد ساعات .

——-
ما رأيك في هذا القرار ؟",0
‏‎هذا ويش هذا حرمة ولا خنيث ولا وش,1
"مديونية صيدليات ١٩٠١١
واللي فيه تقارير بتقول ان المديونية تجاوزت ٧ مليار جنيه
",0
‏انا رجعت للعمل يا قايز,0
‏هل بتكون مرتاح لو زول قال ليك ربنا يديك على قدر نيتك؟!,0
لتخلي عن هويتك و الجري ورايا ملذاتك في الحياه وشهواتك احب اقولك أن انت تاخد شهاده متناك بكل جداره,1
اللى بيحصل مفرح شوية خولات مصريين,1
"""فيه صلة ما بيني وبين المتابعين.. هما حاسين إن الشخص اللي بينصحهم ده مر بتجربة ما وعدى منها فهو بينصحهم بقلبه وبروحه من واقع تجربته"" 
",0
‏‎تحدثت بحوث كثيرة عن وجود علاقة بين تديّن الفرد وتمتعه بدرجة أعلى من الرفاهية والصحة النفسية، إضافةً إلى قلة أعراض الاكتئاب والقلق لدى المتدينين، وامتلاكهم قدرةً أفضل على التعامل مع ضغوط الحياة. تشير بعض الدراسات أيضًا إلى تأثير الممارسات الدينية على الصحه النفسية,0
"استودعتك ربي ما أخاف حدوثه ولا أريده أن يحدث، استودعتك ربي كل دعوة دعيتها وفوضتها لك اللهم إني أستودعك نفسي وايامى فأرنى فيها مايسعدنى يا الله
",0
‏‎‎اجل ادفني نفسك,1
"المنتخب المغربي رجال تأهل لكأس العالم 🇲🇦
المنتخب المغربي النسوي u 17 تأهل لكأس العالم 🇲🇦
منتخب لألعاب الإلكترونية تأهل لكأس العالم 🇲🇦
المنتخب المغربي النسوي تأهل لكأس العالم 🇲🇦
نادي الوداد المغربي تأهل لكأس العالم 🇲🇦
2022 🔥 هل من مزيد؟🇲🇦",0
الاجرام ديدن فتحية وسلطتها القذره,1
"‏""كل أرض أنتِ بها  ، هي بيتي🫀.""",0
🔴 مباشر: تابع الندوة الصحفية الخاصة بالاجتماع الوزاري لدول إفريقيا الأطلسية,0
"كما بحث الدكتور علي المصيلحي وزير التموين والتجارة الداخلية مع السفير الإيطالي مشروع حوكمة تداول القمح باستثمارات قيمتها 52 مليون جنيه وبنسبة تنفيذ 60٪.
",0
اللهم وحد أبناء شعبنا واللعن كل أصحاب الفتن المتصهينين,1
‏لايك لو تتفقون انه خاتم الاحلام 💙‎,0
في ذكرى النكبة المصريه وانقضاضك على التجربة الديمقراطية التي لن يفهمها عبيدك وعبيد البياده نقول لك #ارحل_ياسيسي لانك مهما فعلت لن تستطيع أن تقتل حلم أو فكرة روادت كل الشباب الحر,1
"حد يعرف الحباية دي ايه يدكاترة ؟؟
",0
سَفَله لعنة الله عليهم,1
كsم عبيد فامبير وعبيد التيز والرجل ي مصريين ي خولات بس كدا,1
سد نيعك وأخرس ما أنتم إلا جواسيس وخون وعملاء ووكلاء للإحتلال,1
‏انها مدينة رسول الله ♥️♥️ ,0
"#تمغرابيت
تحية وطنية لكل مغربي حر في كل دول العالم
مغربي ب #المانيا يفتخر بوطنه ...⁦🇲🇦⁩⁦✌️⁩🥰
حب الأوطان من الإيمان ❤",0
أفتخر بعنصريتي ضد مجتمع الميم,1
‏‎اىُبح محد واقف معك ياقواد,1
تصفيات كأس أمم افريقيا (الكوت ديفوار 2023).. المنتخب المغربي يتفوق على نظيره الليبيري (2-0) و يسير قدما نحو التأهل الى النهائيات,0
جرذ مستعبد لا قرار له ولا يمكنه دخول الحمام زون إذن من اسياده هو بوق سطرت له اهداف ليهاجمها رغم توفر نفس اامعايير التي يتشدق بها كالتطبيع لدى دول اخرى لكنه جبان ومرتزق واصلح امره مفضوح نتحداه ان يدون تدوينة واحدة ضد السلطة الفلسطينية التي تعتقل الفلسطنيين وتسلمهم لأيسراءيل .جبان,1
"على غلاق مجلة مغربية.
سعيدة بهذا الاعتراف في وسط إعلاميين ونشطاء لطاما اجتهدوا لتبخيسي وتحطيمي! وأعدكم في المقابل أني سأجتهد لتكون لحزبنا الجديد - بقيم العدالة والحداثة الاجتماعية والحرية الفكرية - كائنة وقيمة مضافة في المشهد السياسي المغربي. ♥️⚘✌🏽",0
إني لك بالمرصاد يا عابد الغرب,1
"‏‎صح اني مو فان لهم بس صياح الذكور وع مدري شقول صراحه وذباتهم من الفين وحطبه 🤢
يعع شذا انا لو اشوف حقين الكوره اسَكّب اما هم مهتمين وين م تكلموا عن الكوريين نلاقيهم ينابحون",1
ايوه ده الصعيدى الخول,1
"رئيس وزراء كندا ينشر فيديو يضع فيه رقم هاتفه و يدعو الكنديين لمراسلته بالرسائل النصية و تزويده باقتراحاتهم  مخاوفهم و اولوياتهم لتحقيق مصلحة الجميع...
حتى للمقارنة خايبة للمعاودة",0
"""ما يؤلم قلبي حقاً هو أني تألمت على يد أناس تمنيت أن لا أراهم يتألمون.""

- وودي آلن",0
مدرسة الزمالك الابتدائية المشتركة بنات وخولات😂😂,1
"نحن سعداء اليوم بالتعاون مع فوريي في الشرق الأوسط ومنطقة شمال افريقيا، لتقديم حلول دفع محلية جديدة و سهلة لمستخدمي المتجر الالكتروني من .
",0
سورى ما بسلمش على poyez > سورى مقابلش في إسكندريه غير شراميط,1
متخيل معاك ارفع محفظة في مصر جلد طبيعي وفيها 8 جيوب للكروت وجيب كبير للكاش,0
يعني لما خولات عساكر سعوديين يعتقلوا د. اكرم الشاعر الخولات الاعلاميين المصريين يقولوا انتربول، انتربول مين ياعرص؟,1
"‏الهوى البعث الليالي العامرة بـ زاد الشجون
يفتح قلوبنا ديار محبة.. ديار حياة للعائدين.",0
"نفسياً :

عائلتك هي الشيء الوحيد الذي يبقى معك للنهاية ،لا حُبٌّ كحب الأخت ، ولاأمانٌ كأمان الأب والأم ، ولا سندٌ كسند الأخ ..
- العائلة أولًا ، وثانياً وثالثاً وعاشراً ..❤️",0
‏استغرب لمجموعه شاركت في إنقلاب25إكتوبر وتريد المشاركه في  الحوار والفتره الانتقاليه وتمْلي شروطها علي الآخرين..  إذا لم تستحي افعل ماشئت,0
الأرصاد الجوية تتوقع أجواء حارة وهبوب رياح رملية بالجنوب,0
"""معنا أوامر نتعامل بالقوة""، سمعتوا يا مجتمع الميم (م.ثقفين م.شتبكين)؟! يا سحيجة ولحيسة مشماردقون؟!
عيب يطلع هذا الحكي!! ها؟
بس مش عيب يا جندي #مشماردقون تقتحم بيوت الناس اللي أرضية بيوتها رمل وعفشها فرشتين ولحاف مشان ""الأرض الحكومية"" اللي بدك توزعها على كلاب #جيش_لحد_الإيراني!!",1
"النساء هن 
امي التي تعبت من اجلي وضحت كثيرا 
اختي التي وثقت في وسرت سرها 
ابنتي التي وجدت نفسي لسيدا عندما تقدم لخطبتها رجل مدح في تربيتي وسلوكها
هي زوجتي التي احببتها حب لا يقدر باي شي
هي حبيبتي التي سكنت القلب 
هي نصف المجتمع وهي الانثي اجمل ما خلق الله",0
"🇲🇦| وثائقي قناة #BBC البريطانية ..

📌في #المغرب، يوجد موطن سلالة مميزة من الخيول

 ✅بواسطة هذه الخيول تمكن المغاربة، من بناء امبراطورية في إسبانيا، وغزو الجزيرة الإيبيرية بأكملها

✅""الخيول التي لطالما قيل عنها، أنها تملك قلوب الأسود""

۞ ولا غالب إلا الله ..",0
"علمو أولادكم أن العم أب وأن الخاله أم وأن العمه قلب 
وأن الخال عز وأن الاخ سند وأن الاخت ضلع ، علموهم أن رضا الله في رضا الوالدين ، وسخط الله في سخط الوالدين ، 
أخبروهم أن لا حب يعادل حب العائلة ولا تغرسو في ابنائكم الكره والحقد وقطيعة الرحم 🤍",0
"يارب الإمتحان بكرا يجي محلول..
",0
انا اكتساح فى 5 ولايات يا ولاد الشرموطة مش تقولولى الحقنا الواد هيتجلد لو اتجلد مش هقولقوا غير يا خولات العرب يا مصريين,1
"يارب الإمتحان بكرا يجي محلول..
",0
"قال لي الله على الهاتف منذ ساعة:
""جيلو العظيم ، عليك أن تبدأ الصلاة لأنك ستأتي لتنضم إلي قريبًا""
أجبت:
""لكنني لست خائفًا منك ، فأنت عديم الفائدة. الناس يموتون تحت القصف. مشايخ الاسلام مليارديرات واين انت؟
هل تدحرج إبهامك؟
الإله الذي لا يعمل ليس إلها""
BIP...BIP...BIP...
Raccrocha aliya",1
اللهمَّ صلِّ على محمَّد وعلى آل محمَّد، كما صليتَ على إبراهيم وعلى آل إبراهيم، إنَّك حميدٌ مجيد. اللهمَّ بارِك على محمَّد وعلى آل محمد، كما باركتَ على إبراهيم وعلى آل إبراهيم، إنَّك حميدٌ مجيد.,0
"حراس الارز حزب قومي لبناني فاشي عنصري ضد الفلسطينين من اشهر عباراته ""لن يبقى فلسطيني واحد على أرض لبنان"" أو ""على كل لبناني أن يقتل فلسطينيا"" هذا الملصق له في السبعينات ضد القضية الفلسطينيه",1
أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم أنا أكره حقًا كل السود في العالم,1
"بنادم وجهو يتصبب عرقا بالصهد و باغي يسلم عليك بربعة البوسات فالوجه😂😂
",0
فجأة الشواطين بدت تكلم محسساني كانك كارينا كابور يااا قومي لفي شوفي ليك شغله غيره وقلت لي شنو الشباب ببكي عشانك سبحان الله عشان العيون وسخانه بس 😹😹😹,1
"‏""يتباهى قلبي فيك ياسيّد قلبي وشعوره🫀"".",0
"لاعبو فريقنا يجرون عمليات الأحماء قبل انطلاق المباراة 📸🏋️‍♂️🦅
#يلا_يا_أهلي",0
فرنسا لعنه عليهم ، وهم يستحقونها,1
"حسبنا الله ونعم الوكيل عليهم أجمعين
رينا يقطع اشلائكم
مثل ما بتقطعوا ارزاق الناس
يا خنازير يا كلاب",1
بعد سحب الجنسية منه الحكومة التركية تطرد الاعلامي الاخوانجي في قناة مكملين محمد ناصر. الله يزيدكم ذل. هذا مصير كل خائن لبلده,1
"إمام الدجالين , فتاوى ارهابية وفضائح صادمة للشيخ الشعراوي
",1
‏‎الله يخذلكم على هذي التفاهه,1
"كنيسة الإسلام دولته,تحليل لأسس الإسلام السياسي وحتميته التاريخية وبيان كيفية التحول العلماني
",1
"* لما تدخل نقاش لمدة ٣ ثواني *
",0
"تحت رعاية السيدة/ نيفين القباج وزيرة التضامن الاجتماعي ورئيس مجلس إدارة صندوق مكافحة الإدمان وبحضور اللواء أسامة القاضى محافظ المنيا 
",0
اكره الصينين والكوريين :),1
